DATE,PRODUCT_ID,PRODUCT_NAME,FORCASTED_SALES,ACTUAL_SALES,,Accuracy
29-12-2015,62882,LOVELAND14SCTO,13,25,-12,-92%
20-02-2017,52370,SALADO 14,62,76,-14,-23%
03-06-2015,52370,SALADO 14,30,96,-66,-220%
05-04-2017,38851,SQUEEZE,53,13,40,75%
28-03-2015,199,PARTS,17,92,-75,-441%
13-03-2016,62857,PARKCITY15CTO,74,58,16,22%
16-07-2016,57519,HOUSTON14BTX,7,99,-92,-1314%
13-08-2017,57368,FIGTREECTO,41,85,-44,-107%
02-01-2016,62856,PARKCITY15BTX,50,30,20,40%
12-11-2016,52370,SALADO 14,95,95,0,0%
06-02-2017,62854,PARKCITY14CTO,35,75,-40,-114%
17-12-2016,199,PARTS,50,47,3,6%
23-05-2016,60153,TULIP15AMDBTX,93,9,84,90%
07-06-2017,56858,PANDORA14HSWBTX,78,39,39,50%
06-08-2015,62853,PARKCITY14BTX,77,30,47,61%
17-09-2017,60153,TULIP15AMDBTX,95,57,38,40%
20-10-2015,57519,HOUSTON14BTX,33,89,-56,-170%
10-04-2016,199,PARTS,55,66,-11,-20%
16-06-2015,199,PARTS,93,91,2,2%
23-08-2017,60704,VANGOGH14BDWBTX,15,92,-77,-513%
06-01-2016,60150,TULIP15SKLBTX,14,87,-73,-521%
19-06-2015,61173,JASBSW20BTX,40,96,-56,-140%
31-07-2017,57519,HOUSTON14BTX,56,94,-38,-68%
18-08-2017,57515,HOUSTON12CTO,88,12,76,86%
24-11-2017,64250,JAYTONSECUREBTX,28,32,-4,-14%
10-10-2017,61239,REDWOODMLKBSWBTX,2,54,-52,-2600%
20-05-2017,60153,TULIP15AMDBTX,94,55,39,41%
17-10-2016,57494,GOLIADMLK12BTXE,15,18,-3,-20%
06-09-2016,199,PARTS,98,76,22,22%
03-02-2016,57519,HOUSTON14BTX,70,36,34,49%
19-01-2017,60153,TULIP15AMDBTX,70,83,-13,-19%
26-05-2015,57494,GOLIADMLK12BTXE,49,34,15,31%
26-07-2016,57494,GOLIADMLK12BTXE,90,48,42,47%
25-04-2017,57519,HOUSTON14BTX,52,55,-3,-6%
01-12-2017,78305,PR44822GOLI14MLK,17,25,-8,-47%
11-07-2016,52370,SALADO 14,32,44,-12,-38%
27-09-2017,61341,MIRAMAR 17,53,51,2,4%
14-05-2017,57494,GOLIADMLK12BTXE,11,31,-20,-182%
06-05-2015,60704,VANGOGH14BDWBTX,82,23,59,72%
26-12-2016,57519,HOUSTON14BTX,81,40,41,51%
03-03-2015,60153,TULIP15AMDBTX,28,24,4,14%
03-11-2015,57527,HOUSTON15CTO,41,83,-42,-102%
26-08-2016,61339,MIRAMAR 15,48,56,-8,-17%
05-06-2016,62881,LOVELAND14SBTX,14,98,-84,-600%
17-07-2015,57494,GOLIADMLK12BTXE,71,56,15,21%
09-12-2017,63256,COTTONWOODSKLBTX,69,37,32,46%
24-02-2017,62854,PARKCITY14CTO,15,30,-15,-100%
25-05-2016,60150,TULIP15SKLBTX,48,65,-17,-35%
25-02-2017,70901,ROCKET11BSWBTX,58,34,24,41%
15-11-2016,54142,TESTAROSSA P,69,11,58,84%
29-09-2015,57521,HOUSTON14CTO,34,63,-29,-85%
07-01-2016,58167,ECHO 17 CTO,92,52,40,43%
22-06-2016,62880,LOVELAND15SCTO,22,8,14,64%
11-12-2017,57519,HOUSTON14BTX,57,23,34,60%
10-08-2015,60704,VANGOGH14BDWBTX,88,15,73,83%
15-05-2017,57521,HOUSTON14CTO,2,6,-4,-200%
08-05-2017,60150,TULIP15SKLBTX,90,84,6,7%
21-02-2015,60148,TULIP17BDWBTX,46,66,-20,-43%
29-07-2016,199,PARTS,5,32,-27,-540%
03-04-2016,60153,TULIP15AMDBTX,52,77,-25,-48%
12-02-2017,68976,PRGOLIADMLK143,40,27,13,33%
01-05-2017,62856,PARKCITY15BTX,32,97,-65,-203%
20-01-2017,59381,IRIS14SKLBTX,21,42,-21,-100%
14-07-2016,60153,TULIP15AMDBTX,95,100,-5,-5%
08-08-2017,60153,TULIP15AMDBTX,87,50,37,43%
07-01-2015,55757,MAPLEM14BDWBTX,9,93,-84,-933%
12-10-2015,57497,GOLIADMLK14CTOE,86,60,26,30%
29-04-2017,64248,JAYTONBTX,47,48,-1,-2%
29-05-2015,57525,HOUSTON15BTX,81,27,54,67%
05-01-2015,57519,HOUSTON14BTX,49,50,-1,-2%
11-09-2017,57494,GOLIADMLK12BTXE,8,59,-51,-638%
12-12-2017,55725,CEDAR15HSWBTX,26,46,-20,-77%
10-07-2017,60147,TULIP15BDWBTX,11,21,-10,-91%
20-10-2016,199,PARTS,37,41,-4,-11%
25-08-2015,53850,DIESEL15CTO,56,91,-35,-63%
28-05-2017,54983,ROUND ROCK,65,37,28,43%
08-08-2015,60706,VANGOGH14SKLBTX,93,43,50,54%
11-10-2016,60150,TULIP15SKLBTX,67,30,37,55%
01-07-2017,199,PARTS,30,37,-7,-23%
15-07-2015,63039,PARKCITY-P15CTO,58,20,38,66%
01-05-2015,56743,MARBLE FALLS14CTO,31,58,-27,-87%
01-07-2017,62905,BEAVERCREEK12CTO,41,27,14,34%
24-11-2017,54983,ROUND ROCK,88,12,76,86%
10-03-2017,62907,BEAVERCREEK14BTX,45,71,-26,-58%
17-09-2017,62904,BEAVERCREEK12BTX,49,2,47,96%
03-07-2016,61590,DINO2BTX,55,59,-4,-7%
30-06-2016,59379,IRIS14BSWBTX,19,20,-1,-5%
19-08-2015,56744,MARBLE FALLS14BTX,95,88,7,7%
23-11-2017,61590,DINO2BTX,80,98,-18,-23%
05-05-2015,62870,PARKCITY12TAA1,65,28,37,57%
12-04-2017,61339,MIRAMAR 15,1,42,-41,-4100%
17-09-2017,62881,LOVELAND14SBTX,42,79,-37,-88%
29-11-2015,73518,PR49272HOUSTN14O,56,22,34,61%
23-02-2015,63039,PARKCITY-P15CTO,17,24,-7,-41%
24-05-2016,70901,ROCKET11BSWBTX,87,58,29,33%
30-11-2017,73118,PR49144ERIKSNATG,65,92,-27,-42%
04-12-2017,62881,LOVELAND14SBTX,44,33,11,25%
06-12-2016,199,PARTS,31,8,23,74%
27-06-2015,62907,BEAVERCREEK14BTX,79,5,74,94%
31-01-2015,64248,JAYTONBTX,52,49,3,6%
24-03-2017,60704,VANGOGH14BDWBTX,47,78,-31,-66%
01-02-2015,77347,PR51434SALADO14,23,36,-13,-57%
24-04-2017,60153,TULIP15AMDBTX,87,86,1,1%
01-06-2017,199,PARTS,13,93,-80,-615%
08-11-2017,57497,GOLIADMLK14CTOE,87,70,17,20%
01-01-2016,62881,LOVELAND14SBTX,23,90,-67,-291%
18-10-2017,60150,TULIP15SKLBTX,22,44,-22,-100%
02-04-2015,70901,ROCKET11BSWBTX,87,35,52,60%
14-12-2016,54983,ROUND ROCK,89,27,62,70%
15-01-2015,199,PARTS,85,45,40,47%
15-10-2017,60151,TULIP17SKLBTX,37,67,-30,-81%
13-02-2015,68934,PR46459PLANOM,39,90,-51,-131%
01-04-2015,60153,TULIP15AMDBTX,27,59,-32,-119%
07-08-2016,61333,BERLINETTA P,19,3,16,84%
12-01-2016,62889,LOVELAND15FBBTX,14,91,-77,-550%
10-11-2015,57616,CRESTED BUTTEBTX,1,89,-88,-8800%
28-08-2017,67526,PRGOLIADMLK141,71,71,0,0%
13-04-2016,73929,DRAXBTX,61,68,-7,-11%
10-04-2015,61590,DINO2BTX,26,73,-47,-181%
05-03-2017,70901,ROCKET11BSWBTX,89,29,60,67%
18-10-2016,60812,VENENOBTX,5,97,-92,-1840%
17-04-2016,60812,VENENOBTX,99,36,63,64%
22-10-2016,199,PARTS,49,42,7,14%
02-11-2017,70901,ROCKET11BSWBTX,70,96,-26,-37%
03-11-2016,63886,PANDORA15SKLBTX,94,30,64,68%
18-01-2017,70901,ROCKET11BSWBTX,6,36,-30,-500%
19-08-2015,199,PARTS,95,68,27,28%
21-12-2016,63886,PANDORA15SKLBTX,8,1,7,88%
15-03-2015,63885,PANDORA15HSWBTX,40,26,14,35%
13-09-2016,69925,CELTICCTO,46,79,-33,-72%
17-06-2015,63095,MERIDIANBTX,65,35,30,46%
26-04-2015,62877,LOVELAND14BBTX,17,6,11,65%
30-08-2017,62907,BEAVERCREEK14BTX,56,1,55,98%
08-09-2017,56743,MARBLE FALLS14CTO,10,12,-2,-20%
12-07-2017,62877,LOVELAND14BBTX,26,47,-21,-81%
02-07-2016,199,PARTS,72,77,-5,-7%
31-03-2017,56743,MARBLE FALLS14CTO,38,39,-1,-3%
21-01-2016,199,PARTS,14,81,-67,-479%
15-07-2017,56746,MARBLE FALLS15BTX,73,10,63,86%
24-10-2017,53292,DIESEL 17,52,68,-16,-31%
20-02-2015,68337,ROUND ROCKMLKBTX,55,74,-19,-35%
06-06-2016,60151,TULIP17SKLBTX,43,30,13,30%
02-02-2016,60153,TULIP15AMDBTX,60,35,25,42%
14-04-2017,71895,PR48149LIVNGSTON,69,6,63,91%
04-08-2015,199,PARTS,3,45,-42,-1400%
30-09-2015,62882,LOVELAND14SCTO,85,14,71,84%
31-08-2017,60153,TULIP15AMDBTX,19,86,-67,-353%
16-01-2015,55727,CEDAR14BDWBTX,63,60,3,5%
23-12-2016,57527,HOUSTON15CTO,76,36,40,53%
19-08-2017,199,PARTS,72,28,44,61%
08-01-2016,55728,CEDAR15BDWBTX,90,64,26,29%
14-02-2015,60153,TULIP15AMDBTX,14,96,-82,-586%
28-09-2016,199,PARTS,40,43,-3,-8%
30-09-2015,57379,JEFFERSONBTX,42,32,10,24%
21-10-2015,55731,CEDAR15AMDBTX,21,46,-25,-119%
28-03-2016,53291,DIESEL 15,25,59,-34,-136%
27-04-2017,199,PARTS,62,89,-27,-44%
09-03-2017,62878,LOVELAND14BCTO,62,9,53,85%
19-10-2017,60813,BERLINETTABTX,90,73,17,19%
09-05-2017,56746,MARBLE FALLS15BTX,46,86,-40,-87%
15-06-2017,62907,BEAVERCREEK14BTX,66,69,-3,-5%
04-08-2015,56744,MARBLE FALLS14BTX,100,78,22,22%
12-06-2016,61239,REDWOODMLKBSWBTX,63,70,-7,-11%
30-06-2017,60153,TULIP15AMDBTX,16,81,-65,-406%
02-03-2017,57455,TITAN14MLKBDWBTX,69,66,3,4%
30-08-2015,60153,TULIP15AMDBTX,32,47,-15,-47%
28-10-2015,57523,HOUSTON14TAA,60,15,45,75%
30-06-2015,57454,JANUS15BDWBTX,87,29,58,67%
11-06-2016,57379,JEFFERSONBTX,45,10,35,78%
27-08-2016,63886,PANDORA15SKLBTX,47,53,-6,-13%
27-11-2016,60148,TULIP17BDWBTX,8,100,-92,-1150%
21-12-2017,60153,TULIP15AMDBTX,46,5,41,89%
27-03-2015,60150,TULIP15SKLBTX,69,53,16,23%
01-05-2017,62905,BEAVERCREEK12CTO,33,20,13,39%
21-07-2016,54142,TESTAROSSA P,36,79,-43,-119%
28-02-2016,69925,CELTICCTO,62,39,23,37%
05-06-2016,473,NON_TIED_PERIPHERALS,7,4,3,43%
22-12-2017,62883,LOVELAND15BCTO,25,33,-8,-32%
18-12-2015,57379,JEFFERSONBTX,43,90,-47,-109%
07-08-2017,63886,PANDORA15SKLBTX,5,89,-84,-1680%
19-02-2016,71181,PR47817HOUSTN15O,48,6,42,88%
26-06-2017,60150,TULIP15SKLBTX,83,64,19,23%
12-03-2016,63886,PANDORA15SKLBTX,46,43,3,7%
29-09-2016,56744,MARBLE FALLS14BTX,65,15,50,77%
23-10-2016,57379,JEFFERSONBTX,66,46,20,30%
16-08-2015,63886,PANDORA15SKLBTX,14,45,-31,-221%
08-10-2016,63886,PANDORA15SKLBTX,23,52,-29,-126%
21-11-2017,52371,SALADO 15,100,56,44,44%
16-03-2016,60151,TULIP17SKLBTX,77,29,48,62%
14-11-2016,199,PARTS,53,7,46,87%
23-10-2015,57455,TITAN14MLKBDWBTX,60,72,-12,-20%
25-04-2017,63886,PANDORA15SKLBTX,52,57,-5,-10%
13-07-2016,63255,COTTONWOODBSKLBTX,18,15,3,17%
31-01-2016,60150,TULIP15SKLBTX,5,61,-56,-1120%
19-07-2016,199,PARTS,85,46,39,46%
14-02-2015,63255,COTTONWOODBSKLBTX,54,53,1,2%
05-08-2017,62907,BEAVERCREEK14BTX,90,34,56,62%
05-01-2017,62904,BEAVERCREEK12BTX,17,10,7,41%
23-08-2015,52333,SALADO15BTX,2,13,-11,-550%
09-08-2017,62884,LOVELAND15SBTX,98,22,76,78%
27-09-2017,62884,LOVELAND15SBTX,2,24,-22,-1100%
01-10-2015,61590,DINO2BTX,73,89,-16,-22%
09-03-2017,199,PARTS,76,63,13,17%
25-06-2016,57624,CRESTEDBUTTETAA1,55,19,36,65%
01-11-2016,62884,LOVELAND15SBTX,16,99,-83,-519%
22-03-2017,79081,PR52438DIESEL15,31,87,-56,-181%
13-04-2015,62850,PARKCITY12BTX,34,22,12,35%
20-12-2017,61590,DINO2BTX,10,65,-55,-550%
21-03-2017,57197,ERIKSSON14CTO1,73,47,26,36%
30-06-2015,52332,SALADO14BTX,75,99,-24,-32%
06-10-2015,199,PARTS,63,40,23,37%
26-01-2015,73774,PR49426HOUSTN14O,39,54,-15,-38%
11-01-2017,71920,PR42434GOLI14MLK,74,2,72,97%
31-10-2016,83936,PR55581BVRCRK14A,22,55,-33,-150%
30-11-2015,62853,PARKCITY14BTX,19,23,-4,-21%
12-11-2017,60150,TULIP15SKLBTX,85,2,83,98%
28-05-2016,61590,DINO2BTX,30,24,6,20%
27-02-2015,61590,DINO2BTX,34,57,-23,-68%
22-10-2017,74469,PR49844COLUMXFR,16,84,-68,-425%
12-03-2016,61590,DINO2BTX,42,97,-55,-131%
26-08-2017,63255,COTTONWOODBSKLBTX,15,22,-7,-47%
16-11-2016,61590,DINO2BTX,18,53,-35,-194%
23-08-2016,61590,DINO2BTX,35,48,-13,-37%
17-07-2015,60150,TULIP15SKLBTX,45,80,-35,-78%
15-05-2017,60822,BOLDPEAK2BTX,97,42,55,57%
16-06-2017,61590,DINO2BTX,70,41,29,41%
30-07-2016,61590,DINO2BTX,86,74,12,14%
09-02-2016,199,PARTS,53,4,49,92%
26-12-2017,63255,COTTONWOODBSKLBTX,31,43,-12,-39%
04-12-2017,57497,GOLIADMLK14CTOE,32,71,-39,-122%
28-01-2016,199,PARTS,79,31,48,61%
06-12-2016,62878,LOVELAND14BCTO,27,80,-53,-196%
18-12-2015,199,PARTS,85,37,48,56%
29-11-2017,74489,PR49943HOUSTN14O,76,40,36,47%
05-11-2016,60151,TULIP17SKLBTX,100,32,68,68%
08-08-2015,63251,BLACKWOODSKLBTX,84,80,4,5%
12-01-2015,66870,PR45260CRESBUTEA,53,52,1,2%
23-08-2016,199,PARTS,35,93,-58,-166%
19-10-2016,74360,IRIS15AMDBTX,41,1,40,98%
21-07-2016,57497,GOLIADMLK14CTOE,36,88,-52,-144%
23-06-2016,84009,PR47686BVRCRK12,86,91,-5,-6%
24-06-2017,199,PARTS,71,25,46,65%
08-06-2017,57514,HOUSTON12CTOE,53,89,-36,-68%
06-10-2017,62854,PARKCITY14CTO,21,6,15,71%
05-05-2015,59515,BELMONTBTX,26,25,1,4%
07-05-2015,59384,IRIS15BDWBTX,54,54,0,0%
04-02-2016,57514,HOUSTON12CTOE,68,1,67,99%
25-05-2017,59515,BELMONTBTX,1,14,-13,-1300%
11-09-2015,59384,IRIS15BDWBTX,55,57,-2,-4%
23-08-2016,64250,JAYTONSECUREBTX,46,95,-49,-107%
18-03-2015,57527,HOUSTON15CTO,32,36,-4,-13%
22-03-2016,60151,TULIP17SKLBTX,4,56,-52,-1300%
03-10-2015,199,PARTS,5,38,-33,-660%
16-12-2017,52332,SALADO14BTX,49,65,-16,-33%
14-09-2015,60812,VENENOBTX,1,6,-5,-500%
12-12-2017,60150,TULIP15SKLBTX,8,76,-68,-850%
07-12-2015,70901,ROCKET11BSWBTX,31,19,12,39%
23-03-2017,63886,PANDORA15SKLBTX,26,88,-62,-238%
17-12-2017,60152,TULIP14AMDBTX,60,79,-19,-32%
12-07-2017,63886,PANDORA15SKLBTX,6,7,-1,-17%
14-09-2015,52370,SALADO 14,65,88,-23,-35%
13-12-2016,199,PARTS,53,47,6,11%
12-09-2017,62907,BEAVERCREEK14BTX,72,73,-1,-1%
06-03-2016,199,PARTS,83,33,50,60%
12-05-2017,62853,PARKCITY14BTX,25,87,-62,-248%
16-09-2016,60151,TULIP17SKLBTX,9,1,8,89%
10-03-2017,199,PARTS,70,56,14,20%
10-04-2017,61590,DINO2BTX,37,60,-23,-62%
23-12-2017,60153,TULIP15AMDBTX,10,78,-68,-680%
30-11-2017,199,PARTS,55,90,-35,-64%
04-09-2017,60705,VANGOGH15BDWBTX,55,21,34,62%
12-05-2017,60150,TULIP15SKLBTX,51,96,-45,-88%
30-07-2016,62853,PARKCITY14BTX,3,12,-9,-300%
26-01-2015,60150,TULIP15SKLBTX,47,69,-22,-47%
28-05-2016,63398,ECHO 17 MLK BTX,11,39,-28,-255%
30-03-2017,63886,PANDORA15SKLBTX,47,26,21,45%
05-06-2017,61590,DINO2BTX,19,39,-20,-105%
25-04-2016,56746,MARBLE FALLS15BTX,44,85,-41,-93%
20-10-2017,60151,TULIP17SKLBTX,34,57,-23,-68%
06-02-2017,79128,PR33444CRESBUTTE,44,3,41,93%
09-11-2015,199,PARTS,84,58,26,31%
20-08-2015,56745,MARBLE FALLS15CTO,42,4,38,90%
18-02-2016,60153,TULIP15AMDBTX,44,67,-23,-52%
01-09-2015,199,PARTS,31,27,4,13%
24-02-2017,56744,MARBLE FALLS14BTX,67,20,47,70%
30-11-2016,62850,PARKCITY12BTX,56,65,-9,-16%
05-07-2016,57495,GOLIADMLK12CTOE,99,2,97,98%
16-09-2017,199,PARTS,64,8,56,88%
29-06-2016,56744,MARBLE FALLS14BTX,61,65,-4,-7%
03-07-2017,61590,DINO2BTX,96,84,12,13%
03-05-2017,61590,DINO2BTX,12,28,-16,-133%
24-07-2015,56745,MARBLE FALLS15CTO,36,44,-8,-22%
11-05-2017,57499,GOLIADMLK14BTXE,6,45,-39,-650%
18-04-2016,61590,DINO2BTX,16,57,-41,-256%
07-08-2017,62854,PARKCITY14CTO,59,2,57,97%
09-10-2016,55728,CEDAR15BDWBTX,18,61,-43,-239%
18-08-2015,60150,TULIP15SKLBTX,22,9,13,59%
12-02-2017,199,PARTS,91,74,17,19%
03-08-2016,60148,TULIP17BDWBTX,82,36,46,56%
23-05-2016,62853,PARKCITY14BTX,4,60,-56,-1400%
08-05-2017,36029,SLINKY,54,76,-22,-41%
18-01-2016,199,PARTS,85,9,76,89%
28-07-2015,57496,GOLIADMLK12TAAE,88,87,1,1%
13-10-2016,58165,ECHO 15 CTO,7,55,-48,-686%
08-01-2015,56744,MARBLE FALLS14BTX,36,53,-17,-47%
23-01-2017,62879,LOVELAND15BBTX,77,10,67,87%
21-05-2016,63886,PANDORA15SKLBTX,53,100,-47,-89%
14-11-2015,57499,GOLIADMLK14BTXE,22,33,-11,-50%
15-10-2016,62907,BEAVERCREEK14BTX,57,56,1,2%
30-12-2015,57495,GOLIADMLK12CTOE,44,12,32,73%
19-12-2015,199,PARTS,51,8,43,84%
09-08-2016,79977,PR52856ERIKSNATG,3,100,-97,-3233%
04-08-2015,55727,CEDAR14BDWBTX,60,89,-29,-48%
04-04-2017,62595,PR37803GOLIAD12,72,28,44,61%
03-07-2015,56744,MARBLE FALLS14BTX,45,35,10,22%
09-05-2017,63256,COTTONWOODSKLBTX,2,12,-10,-500%
02-04-2017,199,PARTS,4,13,-9,-225%
25-04-2016,60150,TULIP15SKLBTX,88,25,63,72%
13-01-2016,62853,PARKCITY14BTX,87,68,19,22%
23-03-2017,60150,TULIP15SKLBTX,84,32,52,62%
30-01-2016,63886,PANDORA15SKLBTX,69,68,1,1%
06-11-2017,57616,CRESTED BUTTEBTX,31,88,-57,-184%
04-01-2017,53291,DIESEL 15,87,27,60,69%
21-07-2016,63399,ECHO 17 MLK CTO,23,81,-58,-252%
14-04-2017,59384,IRIS15BDWBTX,25,87,-62,-248%
15-02-2015,59379,IRIS14BSWBTX,55,71,-16,-29%
12-09-2016,74360,IRIS15AMDBTX,71,23,48,68%
24-09-2015,57515,HOUSTON12CTO,100,25,75,75%
05-05-2017,57499,GOLIADMLK14BTXE,33,8,25,76%
16-08-2015,199,PARTS,41,81,-40,-98%
18-11-2017,62850,PARKCITY12BTX,86,28,58,67%
29-03-2015,62853,PARKCITY14BTX,56,87,-31,-55%
22-02-2017,60705,VANGOGH15BDWBTX,48,11,37,77%
28-09-2016,60150,TULIP15SKLBTX,86,72,14,16%
24-10-2017,63274,MAPLE14SKLBTX,52,59,-7,-13%
01-07-2016,62853,PARKCITY14BTX,12,1,11,92%
09-03-2016,199,PARTS,37,82,-45,-122%
04-09-2015,63256,COTTONWOODSKLBTX,97,28,69,71%
03-02-2015,199,PARTS,9,32,-23,-256%
20-12-2015,59383,IRIS15BSWBTX,69,58,11,16%
16-10-2015,62853,PARKCITY14BTX,73,76,-3,-4%
13-12-2017,63256,COTTONWOODSKLBTX,14,39,-25,-179%
06-12-2016,55727,CEDAR14BDWBTX,56,15,41,73%
04-01-2015,199,PARTS,87,3,84,97%
25-05-2017,60146,TULIP14BDWBTX,5,72,-67,-1340%
20-08-2017,62889,LOVELAND15FBBTX,16,79,-63,-394%
12-09-2016,53292,DIESEL 17,36,50,-14,-39%
25-05-2017,62856,PARKCITY15BTX,70,31,39,56%
28-02-2015,57513,HOUSTON12BTX,29,24,5,17%
28-01-2016,52371,SALADO 15,45,63,-18,-40%
09-02-2016,60150,TULIP15SKLBTX,17,41,-24,-141%
17-01-2017,199,PARTS,61,72,-11,-18%
24-01-2017,199,PARTS,80,50,30,38%
20-12-2017,61339,MIRAMAR 15,16,78,-62,-388%
28-07-2017,63256,COTTONWOODSKLBTX,7,37,-30,-429%
29-05-2017,62883,LOVELAND15BCTO,73,60,13,18%
25-12-2016,57515,HOUSTON12CTO,91,89,2,2%
25-08-2017,63886,PANDORA15SKLBTX,67,61,6,9%
01-03-2017,57616,CRESTED BUTTEBTX,57,84,-27,-47%
13-01-2016,199,PARTS,42,95,-53,-126%
06-08-2017,62850,PARKCITY12BTX,38,24,14,37%
26-05-2016,57495,GOLIADMLK12CTOE,68,53,15,22%
06-10-2016,36029,SLINKY,44,47,-3,-7%
27-10-2015,61333,BERLINETTA P,37,46,-9,-24%
03-05-2015,63256,COTTONWOODSKLBTX,9,86,-77,-856%
16-11-2017,69925,CELTICCTO,30,82,-52,-173%
08-05-2016,60146,TULIP14BDWBTX,99,76,23,23%
30-09-2017,199,PARTS,81,71,10,12%
23-07-2017,62883,LOVELAND15BCTO,65,10,55,85%
08-01-2015,55727,CEDAR14BDWBTX,49,75,-26,-53%
18-03-2017,54984,ROUND ROCKBTX,41,50,-9,-22%
26-03-2015,57495,GOLIADMLK12CTOE,51,8,43,84%
22-03-2017,74360,IRIS15AMDBTX,28,11,17,61%
25-05-2016,68337,ROUND ROCKMLKBTX,98,100,-2,-2%
29-12-2016,62856,PARKCITY15BTX,65,10,55,85%
08-05-2017,59384,IRIS15BDWBTX,24,26,-2,-8%
12-07-2016,63256,COTTONWOODSKLBTX,68,49,19,28%
27-11-2016,81457,PR46978LOVELNB14,93,70,23,25%
06-11-2017,63256,COTTONWOODSKLBTX,80,77,3,4%
13-12-2016,79320,PR52497DIESEL17,36,37,-1,-3%
31-01-2015,63256,COTTONWOODSKLBTX,61,45,16,26%
05-05-2017,60150,TULIP15SKLBTX,8,60,-52,-650%
17-07-2017,63256,COTTONWOODSKLBTX,25,75,-50,-200%
07-05-2016,52371,SALADO 15,26,82,-56,-215%
03-10-2016,65308,BLACKWELLT4BTX,84,91,-7,-8%
25-02-2016,60146,TULIP14BDWBTX,46,89,-43,-93%
26-02-2015,59379,IRIS14BSWBTX,9,75,-66,-733%
28-10-2015,56553,BRADLEYBDWBTX,72,80,-8,-11%
22-01-2016,60150,TULIP15SKLBTX,24,94,-70,-292%
21-08-2017,62856,PARKCITY15BTX,28,32,-4,-14%
06-11-2016,57519,HOUSTON14BTX,68,63,5,7%
04-12-2017,64248,JAYTONBTX,28,53,-25,-89%
07-03-2017,57499,GOLIADMLK14BTXE,32,50,-18,-56%
20-08-2015,62856,PARKCITY15BTX,77,69,8,10%
31-08-2017,60146,TULIP14BDWBTX,58,67,-9,-16%
26-01-2015,64248,JAYTONBTX,14,68,-54,-386%
21-07-2015,63395,ECHO 13 MLK CTO,33,32,1,3%
05-09-2017,63034,MIRAMAR15TAA1,38,54,-16,-42%
02-12-2016,63256,COTTONWOODSKLBTX,21,49,-28,-133%
21-11-2015,60150,TULIP15SKLBTX,73,19,54,74%
25-06-2017,57499,GOLIADMLK14BTXE,8,79,-71,-888%
10-03-2015,68337,ROUND ROCKMLKBTX,1,96,-95,-9500%
04-06-2016,64248,JAYTONBTX,83,79,4,5%
14-01-2016,62870,PARKCITY12TAA1,23,90,-67,-291%
04-01-2017,57497,GOLIADMLK14CTOE,77,1,76,99%
28-11-2016,57379,JEFFERSONBTX,86,43,43,50%
12-02-2017,73125,PR49097GOL12MLKA,35,20,15,43%
11-10-2016,199,PARTS,28,56,-28,-100%
20-09-2017,62856,PARKCITY15BTX,74,63,11,15%
09-09-2017,199,PARTS,72,45,27,38%
23-05-2015,199,PARTS,32,32,0,0%
25-01-2016,63256,COTTONWOODSKLBTX,49,76,-27,-55%
09-07-2015,57191,ERIKSSON14CTO,53,96,-43,-81%
24-08-2016,57499,GOLIADMLK14BTXE,14,3,11,79%
22-07-2015,57514,HOUSTON12CTOE,30,32,-2,-7%
01-05-2016,199,PARTS,24,16,8,33%
13-08-2017,65308,BLACKWELLT4BTX,100,35,65,65%
06-06-2017,57379,JEFFERSONBTX,74,45,29,39%
24-08-2017,60148,TULIP17BDWBTX,65,61,4,6%
19-05-2015,56744,MARBLE FALLS14BTX,59,48,11,19%
15-03-2017,61590,DINO2BTX,42,52,-10,-24%
09-11-2016,57499,GOLIADMLK14BTXE,69,97,-28,-41%
04-03-2017,54142,TESTAROSSA P,73,8,65,89%
18-07-2015,56743,MARBLE FALLS14CTO,52,89,-37,-71%
08-06-2017,57519,HOUSTON14BTX,77,72,5,6%
29-10-2017,199,PARTS,65,65,0,0%
22-11-2017,57499,GOLIADMLK14BTXE,20,70,-50,-250%
01-11-2015,473,NON_TIED_PERIPHERALS,29,95,-66,-228%
21-05-2016,57283,COTTONWOODBDWBTX,100,54,46,46%
15-08-2016,57499,GOLIADMLK14BTXE,91,57,34,37%
18-05-2016,59515,BELMONTBTX,69,19,50,72%
02-10-2017,57499,GOLIADMLK14BTXE,85,35,50,59%
18-07-2015,57379,JEFFERSONBTX,53,12,41,77%
20-10-2015,57499,GOLIADMLK14BTXE,23,67,-44,-191%
08-08-2015,57379,JEFFERSONBTX,83,31,52,63%
31-01-2016,199,PARTS,9,49,-40,-444%
21-07-2015,60150,TULIP15SKLBTX,70,66,4,6%
04-10-2017,62882,LOVELAND14SCTO,20,4,16,80%
16-06-2016,63039,PARKCITY-P15CTO,39,64,-25,-64%
20-06-2015,62856,PARKCITY15BTX,83,73,10,12%
18-07-2017,60150,TULIP15SKLBTX,88,94,-6,-7%
20-06-2017,57499,GOLIADMLK14BTXE,81,61,20,25%
09-10-2015,57499,GOLIADMLK14BTXE,65,10,55,85%
21-08-2017,57379,JEFFERSONBTX,41,54,-13,-32%
02-05-2016,57521,HOUSTON14CTO,82,34,48,59%
01-07-2017,473,NON_TIED_PERIPHERALS,81,26,55,68%
07-07-2016,57379,JEFFERSONBTX,100,7,93,93%
24-10-2016,57379,JEFFERSONBTX,4,28,-24,-600%
23-01-2015,57499,GOLIADMLK14BTXE,34,4,30,88%
